Date,AAPL,AVGO,CRM,CSCO,IBM,MSFT,NOW,NVDA,ORCL,PLTR
2025-04-29,211.2100067138672,191.1699981689453,267.760009765625,57.34000015258789,239.38999938964844,394.0400085449219,942.8599853515625,109.0199966430664,140.7899932861328,116.08000183105469
2025-04-30,212.5,192.47000122070312,268.7099914550781,57.72999954223633,241.82000732421875,395.260009765625,955.010009765625,108.91999816894531,140.72000122070312,118.44000244140625
2025-05-01,213.32000732421875,197.3300018310547,269.3299865722656,58.119998931884766,239.66000366210938,425.3999938964844,957.9500122070312,111.61000061035156,145.49000549316406,116.19999694824219
2025-05-02,205.35000610351562,203.63999938964844,275.0799865722656,59.33000183105469,245.5500030517578,435.2799987792969,977.3599853515625,114.5,150.72999572753906,124.27999877929688
2025-05-05,198.88999938964844,200.72000122070312,272.6300048828125,59.31999969482422,249.17999267578125,436.1700134277344,978.0499877929688,113.81999969482422,149.2899932861328,123.7699966430664
