Unnamed,Date,Stock_symbol,sentiment_score,sentiment_label
12248.0,2023-12-05 00:00:00 UTC,AAPL,0.0,neutral
12249.0,2023-12-05 00:00:00 UTC,AAPL,0.6705,positive
12250.0,2023-12-05 00:00:00 UTC,AAPL,0.5994,positive
12251.0,2023-12-05 00:00:00 UTC,AAPL,-0.2263,negative
12252.0,2023-12-05 00:00:00 UTC,AAPL,0.0258,neutral
12253.0,2023-12-05 00:00:00 UTC,AAPL,0.0,neutral
12254.0,2023-12-05 00:00:00 UTC,AAPL,0.7184,positive
12255.0,2023-12-05 00:00:00 UTC,AAPL,0.0,neutral
12256.0,2023-12-05 00:00:00 UTC,AAPL,-0.2023,negative
12257.0,2023-12-05 00:00:00 UTC,AAPL,0.0,neutral
12258.0,2023-12-05 00:00:00 UTC,AAPL,0.0,neutral
12259.0,2023-12-05 00:00:00 UTC,AAPL,-0.1027,negative
12260.0,2023-12-04 00:00:00 UTC,AAPL,-0.6705,negative
12261.0,2023-12-04 00:00:00 UTC,AAPL,-0.6705,negative
12262.0,2023-12-04 00:00:00 UTC,AAPL,0.2023,positive
12263.0,2023-12-04 00:00:00 UTC,AAPL,0.34,positive
12264.0,2023-12-04 00:00:00 UTC,AAPL,0.34,positive
12265.0,2023-12-04 00:00:00 UTC,AAPL,0.296,positive
12266.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12267.0,2023-12-04 00:00:00 UTC,AAPL,-0.4404,negative
12268.0,2023-12-04 00:00:00 UTC,AAPL,-0.4404,negative
12269.0,2023-12-04 00:00:00 UTC,AAPL,0.0772,positive
12270.0,2023-12-04 00:00:00 UTC,AAPL,0.4767,positive
12271.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12272.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12273.0,2023-12-04 00:00:00 UTC,AAPL,-0.6369,negative
12274.0,2023-12-04 00:00:00 UTC,AAPL,0.7269,positive
12275.0,2023-12-04 00:00:00 UTC,AAPL,0.4019,positive
12276.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12277.0,2023-12-04 00:00:00 UTC,AAPL,0.4404,positive
12278.0,2023-12-04 00:00:00 UTC,AAPL,0.5106,positive
12279.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12280.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12281.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12282.0,2023-12-04 00:00:00 UTC,AAPL,0.0,neutral
12283.0,2023-12-04 00:00:00 UTC,AAPL,0.3818,positive
12284.0,2023-12-03 00:00:00 UTC,AAPL,0.4019,positive
12285.0,2023-12-03 00:00:00 UTC,AAPL,0.1298,positive
12286.0,2023-12-03 00:00:00 UTC,AAPL,-0.1027,negative
12287.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12288.0,2023-12-03 00:00:00 UTC,AAPL,0.2023,positive
12289.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12290.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12291.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12292.0,2023-12-03 00:00:00 UTC,AAPL,0.4767,positive
12293.0,2023-12-03 00:00:00 UTC,AAPL,0.2023,positive
12294.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12295.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12296.0,2023-12-03 00:00:00 UTC,AAPL,0.7783,positive
12297.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12298.0,2023-12-03 00:00:00 UTC,AAPL,0.0,neutral
12299.0,2023-12-02 00:00:00 UTC,AAPL,0.2057,positive
12300.0,2023-12-02 00:00:00 UTC,AAPL,0.0,neutral
12301.0,2023-12-02 00:00:00 UTC,AAPL,0.7959,positive
12302.0,2023-12-02 00:00:00 UTC,AAPL,0.8074,positive
12303.0,2023-12-01 00:00:00 UTC,AAPL,0.6369,positive
12304.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12305.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12306.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12307.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12308.0,2023-12-01 00:00:00 UTC,AAPL,0.4588,positive
12309.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12310.0,2023-12-01 00:00:00 UTC,AAPL,-0.3182,negative
12311.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12312.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12313.0,2023-12-01 00:00:00 UTC,AAPL,0.4576,positive
12314.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12315.0,2023-12-01 00:00:00 UTC,AAPL,-0.2732,negative
12316.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12317.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12318.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12319.0,2023-12-01 00:00:00 UTC,AAPL,0.3818,positive
12320.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12321.0,2023-12-01 00:00:00 UTC,AAPL,0.5719,positive
12322.0,2023-12-01 00:00:00 UTC,AAPL,0.0,neutral
12323.0,2023-11-30 00:00:00 UTC,AAPL,0.5719,positive
12324.0,2023-11-30 00:00:00 UTC,AAPL,0.2732,positive
12325.0,2023-11-30 00:00:00 UTC,AAPL,0.0,neutral
12326.0,2023-11-30 00:00:00 UTC,AAPL,0.0,neutral
12327.0,2023-11-30 00:00:00 UTC,AAPL,0.4588,positive
12328.0,2023-11-30 00:00:00 UTC,AAPL,0.7003,positive
12329.0,2023-11-30 00:00:00 UTC,AAPL,0.4019,positive
12330.0,2023-11-30 00:00:00 UTC,AAPL,0.0,neutral
12331.0,2023-11-30 00:00:00 UTC,AAPL,-0.3818,negative
12332.0,2023-11-30 00:00:00 UTC,AAPL,0.6908,positive
12333.0,2023-11-30 00:00:00 UTC,AAPL,0.8402,positive
12334.0,2023-11-30 00:00:00 UTC,AAPL,0.0,neutral
